day,approved,approved_percent,denied,denied_percent,STEM,STEM_percent,SocSciLaw,SocSciLaw_percent,MedEd,MedEd_percent,Arts,Arts_percent,Business,Business_percent,Religion,Religion_percent,Misc,Misc_percent
10/4/23,37903,67.78197035,220,0.393426206,31035,55.49991953,954,1.706039092,645,1.153454103,470,0.84050144,4857,8.685777643,7,0.012518107,155,0.277186645
10/5/23,38229,68.36495645,225,0.40236771,31307,55.98633738,958,1.713192296,652,1.16597221,472,0.844078041,4902,8.766251185,7,0.012518107,156,0.278974946
10/6/23,38428,68.72082834,227,0.405944312,31452,56.24564102,962,1.7203455,657,1.174913714,475,0.849442944,4946,8.844936426,7,0.012518107,156,0.278974946
10/7/23,38461,68.77984227,227,0.405944312,31479,56.29392514,962,1.7203455,660,1.180278617,476,0.851231245,4948,8.848513028,7,0.012518107,156,0.278974946
10/9/23,38531,68.90502334,228,0.407732613,31540,56.4030115,962,1.7203455,660,1.180278617,477,0.853019546,4957,8.864607736,7,0.012518107,156,0.278974946
10/10/23,38824,69.42899551,232,0.414885817,31769,56.81253241,977,1.747170014,664,1.187431821,480,0.858384449,5002,8.945081278,7,0.012518107,157,0.280763247
10/11/23,39097,69.91720167,236,0.422039021,31986,57.20059372,983,1.757899819,667,1.192796724,483,0.863749352,5050,9.030919723,7,0.012518107,157,0.280763247
10/12/23,39414,70.48409306,240,0.429192224,32240,57.65482215,989,1.768629625,676,1.208891432,487,0.870902555,5096,9.113181566,7,0.012518107,159,0.284339849
10/13/23,39613,70.83996495,242,0.432768826,32402,57.9445269,994,1.77757113,677,1.210679733,488,0.872690856,5127,9.168618895,7,0.012518107,160,0.28612815
10/14/23,39624,70.85963626,242,0.432768826,32412,57.96240991,994,1.77757113,677,1.210679733,488,0.872690856,5128,9.170407196,7,0.012518107,160,0.28612815
10/15/23,39625,70.86142456,242,0.432768826,32413,57.96419822,994,1.77757113,677,1.210679733,488,0.872690856,5128,9.170407196,7,0.012518107,160,0.28612815
10/16/23,39866,71.29240509,246,0.43992203,32595,58.28966899,1005,1.79724244,682,1.219621238,489,0.874479157,5171,9.247304136,7,0.012518107,163,0.291493052
10/17/23,40104,71.71802071,257,0.45959334,32788,58.63481107,1008,1.802607343,687,1.228562743,491,0.878055759,5217,9.329565979,7,0.012518107,163,0.291493052
10/18/23,40403,72.25272269,262,0.468534845,33021,59.05148518,1023,1.829431857,688,1.230351043,494,0.883420662,5269,9.422557628,7,0.012518107,163,0.291493052
10/19/23,40711,72.80351938,267,0.47747635,33287,59.52717323,1030,1.841949963,692,1.237504247,494,0.883420662,5303,9.48335986,7,0.012518107,165,0.295069654
10/20/23,40910,73.15939126,267,0.47747635,33445,59.80972478,1034,1.849103167,694,1.241080849,498,0.890573866,5332,9.535220587,7,0.012518107,167,0.298646256
10/21/23,40934,73.20231048,267,0.47747635,33467,59.8490674,1034,1.849103167,694,1.241080849,498,0.890573866,5334,9.538797189,7,0.012518107,167,0.298646256
10/23/23,41234,73.73880077,275,0.491782757,33717,60.29614263,1039,1.858044672,701,1.253598956,502,0.89772707,5374,9.610329226,7,0.012518107,169,0.302222858
10/24/23,41519,74.24846653,279,0.498935961,33953,60.71818166,1049,1.875927681,704,1.258963858,505,0.903091972,5410,9.67470806,7,0.012518107,170,0.304011159
10/25/23,41832,74.80820472,285,0.509665767,34206,61.17062179,1056,1.888445788,712,1.273270266,509,0.910245176,5456,9.756969903,7,0.012518107,171,0.30579946
10/26/23,42130,75.3411184,296,0.529337077,34455,61.61590873,1061,1.897387292,718,1.284000072,513,0.91739838,5501,9.837443445,7,0.012518107,171,0.30579946
10/27/23,42340,75.7166616,302,0.540066882,34637,61.9413795,1067,1.908117098,723,1.292941576,514,0.919186681,5523,9.876786066,7,0.012518107,171,0.30579946
10/28/23,42360,75.75242762,302,0.540066882,34652,61.96820401,1068,1.909905399,723,1.292941576,515,0.920974982,5526,9.882150968,7,0.012518107,171,0.30579946
10/30/23,42645,76.26209339,307,0.549008387,34883,62.38130153,1075,1.922423505,730,1.305459683,518,0.926339884,5568,9.957259608,7,0.012518107,171,0.30579946
10/31/23,42936,76.78248896,311,0.556161591,35121,62.80691715,1081,1.933153311,735,1.314401187,519,0.928128185,5611,10.03415655,7,0.012518107,173,0.309376062
11/1/23,43239,77.32434414,317,0.566891396,35375,63.26114559,1090,1.949248019,743,1.328707595,523,0.935281389,5644,10.09317048,7,0.012518107,174,0.311164363
11/2/23,43539,77.86083442,324,0.579409503,35617,63.69391441,1093,1.954612922,750,1.341225701,529,0.946011195,5691,10.17722062,7,0.012518107,176,0.314740965
11/3/23,43720,78.18451689,327,0.584774406,35769,63.96573615,1096,1.959977825,750,1.341225701,531,0.949587797,5718,10.22550475,7,0.012518107,176,0.314740965
11/4/23,43736,78.21312971,327,0.584774406,35782,63.98898407,1096,1.959977825,751,1.343014002,532,0.951376098,5719,10.22729305,7,0.012518107,176,0.314740965
11/6/23,43977,78.64411023,329,0.588351008,35991,64.36273896,1101,1.96891933,757,1.353743808,533,0.953164399,5741,10.26663567,7,0.012518107,176,0.314740965
11/7/23,44234,79.10370357,336,0.600869114,36220,64.77225988,1103,1.972495932,765,1.368050215,536,0.958529301,5762,10.30418999,7,0.012518107,177,0.316529266
11/8/23,44539,79.64913536,343,0.613387221,36500,65.27298414,1107,1.979649135,771,1.378780021,537,0.960317602,5780,10.33637941,7,0.012518107,180,0.321894168
11/9/23,44817,80.14628302,347,0.620540425,36751,65.72184767,1108,1.981437436,778,1.391298128,540,0.965682505,5799,10.37035712,7,0.012518107,181,0.323682469
11/10/23,44881,80.26073428,350,0.625905327,36807,65.82199252,1111,1.986802339,779,1.393086429,540,0.965682505,5806,10.38287523,7,0.012518107,181,0.323682469
11/11/23,44888,80.27325238,350,0.625905327,36814,65.83451063,1111,1.986802339,779,1.393086429,540,0.965682505,5806,10.38287523,7,0.012518107,181,0.323682469
11/13/23,45085,80.62554767,357,0.638423434,36990,66.1492516,1114,1.992167242,786,1.405604535,541,0.967470806,5822,10.41148805,7,0.012518107,182,0.32547077
11/14/23,45356,81.11017722,361,0.645576638,37229,66.57665552,1121,2.004685348,791,1.41454604,543,0.971047408,5844,10.45083067,7,0.012518107,182,0.32547077
11/15/23,45617,81.57692376,369,0.659883045,37450,66.97187003,1127,2.015415154,793,1.418122642,546,0.976412311,5879,10.5134212,7,0.012518107,184,0.329047372
11/16/23,45731,81.78079007,375,0.670612851,37553,67.15606502,1128,2.017203455,795,1.421699244,546,0.976412311,5893,10.53845741,7,0.012518107,184,0.329047372
11/17/23,45818,81.93637225,377,0.674189453,37631,67.2955525,1130,2.020780057,795,1.421699244,548,0.979988913,5900,10.55097552,7,0.012518107,184,0.329047372
11/18/23,45831,81.95962016,377,0.674189453,37641,67.3134355,1131,2.022568358,795,1.421699244,548,0.979988913,5902,10.55455212,7,0.012518107,184,0.329047372
11/19/23,45833,81.96319677,377,0.674189453,37643,67.31701211,1131,2.022568358,795,1.421699244,548,0.979988913,5902,10.55455212,7,0.012518107,184,0.329047372
11/20/23,45958,82.18673438,387,0.692072462,37756,67.51909011,1135,2.029721562,795,1.421699244,549,0.981777213,5918,10.58316493,7,0.012518107,185,0.330835673
11/21/23,46083,82.410272,391,0.699225666,37860,67.70507341,1137,2.033298163,797,1.425275845,551,0.985353815,5937,10.61714265,7,0.012518107,185,0.330835673
11/22/23,46169,82.56406588,398,0.711743772,37933,67.83561938,1139,2.036874765,799,1.428852447,555,0.992507019,5949,10.63860226,7,0.012518107,185,0.330835673
11/23/23,46194,82.6087734,398,0.711743772,37958,67.8803269,1139,2.036874765,799,1.428852447,555,0.992507019,5949,10.63860226,7,0.012518107,185,0.330835673
11/24/23,46231,82.67494054,398,0.711743772,37993,67.94291743,1139,2.036874765,799,1.428852447,556,0.99429532,5950,10.64039056,7,0.012518107,185,0.330835673
11/25/23,46234,82.68030544,398,0.711743772,37996,67.94828234,1139,2.036874765,799,1.428852447,556,0.99429532,5950,10.64039056,7,0.012518107,185,0.330835673
11/26/23,46235,82.68209374,398,0.711743772,37997,67.95007064,1139,2.036874765,799,1.428852447,556,0.99429532,5950,10.64039056,7,0.012518107,185,0.330835673
